FirstName,LastName,FullName,Bib,AgeGroup,Gender,City,State,Country,CountryISO,SwimTime,BikeTime,RunTime,T1Time,T2Time,FinishTime,SwimSeconds,BikeSeconds,RunSeconds,T1Seconds,T2Seconds,FinishSeconds,OverallRank,GenderRank,AgeGroupRank,SwimRankOverall,SwimRankGender,SwimRankGroup,BikeRankOverall,BikeRankGender,BikeRankGroup,RunRankOverall,RunRankGender,RunRankGroup,Status,Points
Courtney,Atkinson,Courtney Atkinson,1610,MPRO,Male,MERMAID WATERS,QLD,Australia,AU,0:23:17,2:11:53,1:16:35,0:02:59,0:01:50,3:56:34,1397,7913,4595,179,110,14194,1,1,1,2,2,2,1,1,1,1,1,1,Finisher,3500
Brad,Kahlefeldt,Brad Kahlefeldt,1624,MPRO,Male,,NSW,Australia,AU,0:23:25,2:14:58,1:14:22,0:03:17,0:01:24,3:57:26,1405,8098,4462,197,84,14246,2,2,2,6,6,6,8,8,8,2,2,2,Finisher,3484
Timothy,Reed,Timothy Reed,1606,MPRO,Male,Lennox Head,NSW,Australia,AU,0:24:54,2:10:10,1:20:10,0:03:07,0:01:33,3:59:54,1494,7810,4810,187,93,14394,3,3,3,13,13,11,3,3,3,3,3,3,Finisher,3440
Pete,Jacobs,Pete Jacobs,1601,MPRO,Male,,QLD,Australia,AU,0:23:27,2:14:26,1:17:16,0:03:12,0:01:44,4:00:05,1407,8066,4636,192,104,14405,4,4,4,7,7,7,6,6,6,4,4,4,Finisher,3436
Sam,Appleton,Sam Appleton,1611,MPRO,Male,Boulder,CO,Australia,AU,0:23:24,2:14:27,1:20:43,0:03:17,0:01:42,4:03:33,1404,8067,4843,197,102,14613,5,5,5,5,5,5,7,7,7,5,5,5,Finisher,3374
Graham,O'Grady,Graham O'Grady,1615,MPRO,Male,Kinloch,WKO,New Zealand,NZ,0:23:17,2:11:42,1:24:38,0:03:10,0:01:35,4:04:22,1397,7902,5078,190,95,14662,6,6,6,3,3,3,2,2,2,6,6,6,Finisher,3359
Casey,Munro,Casey Munro,1614,MPRO,Male,Mooloolaba,QLD,Australia,AU,0:23:30,2:11:27,1:28:24,0:03:15,0:01:42,4:08:18,1410,7887,5304,195,102,14898,7,7,7,9,9,9,4,4,4,7,7,7,Finisher,3288
Braden,Currie,Braden Currie,1626,MPRO,Male,Wanaka,Dunedin,New Zealand,NZ,0:25:23,2:16:34,1:18:54,0:03:18,0:06:21,4:10:30,1523,8194,4734,198,381,15030,8,8,8,17,17,14,9,9,9,8,8,8,Finisher,3249
Paul,Dodd,Paul Dodd,2313,M40-44,Male,Everton Hills,QLD,Australia,AU,0:26:58,2:19:05,1:28:04,0:03:50,0:01:40,4:19:37,1618,8345,5284,230,100,15577,9,9,1,31,30,2,12,12,1,9,9,1,Finisher,3500
Paul,O'Doherty,Paul O'Doherty,2142,M35-39,Male,,NSW,Ireland,IE,0:27:51,2:23:20,1:23:56,0:03:48,0:02:03,4:20:58,1671,8600,5036,228,123,15658,10,10,1,41,39,3,26,26,3,10,10,1,Finisher,3500
Sam,Betten,Sam Betten,1609,MPRO,Male,CAPALABA,QLD,Australia,AU,0:23:28,2:11:28,1:41:08,0:03:20,0:01:34,4:20:58,1408,7888,6068,200,94,15658,11,11,9,8,8,8,5,5,5,11,11,9,Finisher,3060
Brad,Wauer,Brad Wauer,1623,MPRO,Male,Buderim,QLD,Australia,AU,0:25:29,2:21:49,1:26:08,0:03:31,0:04:52,4:21:49,1529,8509,5168,211,292,15709,12,12,10,19,19,16,14,14,12,12,12,10,Finisher,3045
