FirstName,LastName,FullName,Bib,AgeGroup,Gender,City,State,Country,CountryISO,SwimTime,BikeTime,RunTime,T1Time,T2Time,FinishTime,SwimSeconds,BikeSeconds,RunSeconds,T1Seconds,T2Seconds,FinishSeconds,OverallRank,GenderRank,AgeGroupRank,SwimRankOverall,SwimRankGender,SwimRankGroup,BikeRankOverall,BikeRankGender,BikeRankGroup,RunRankOverall,RunRankGender,RunRankGroup,Status,Points
Boris,Stein,Boris Stein,4,MPRO,Male,Eitelborn,,Germany,DE,0:26:27,2:06:33,1:15:46,,,3:52:04,1587,7593,4546,95,103,13924,1,1,1,20,20,17,2,2,2,1,1,1,Finisher,3500
Christopher,Hettich,Christopher Hettich,23,MPRO,Male,Backnang,,Germany,DE,0:24:06,2:14:35,1:10:45,,,3:52:47,1446,8075,4245,87,114,13967,2,2,2,9,9,9,12,12,12,2,2,2,Finisher,3487
Markus,Liebelt,Markus Liebelt,11,MPRO,Male,Warin,kujawsko-pomorskie,Germany,DE,0:25:08,2:11:48,1:13:51,,,3:53:58,1508,7908,4431,97,94,14038,3,3,3,14,14,14,3,3,3,3,3,3,Finisher,3465
Manuel,Kueng,Manuel Kueng,15,MPRO,Male,Bütschwil,,Switzerland,CH,0:24:04,2:07:51,1:19:22,,,3:54:46,1444,7671,4762,104,105,14086,4,4,4,8,8,8,1,1,1,4,4,4,Finisher,3451
Elliot,Smales,Elliot Smales,12,MPRO,Male,Barnsley,,United Kingdom,GB,0:23:52,2:14:36,1:14:07,,,3:55:39,1432,8076,4447,83,101,14139,5,5,5,1,1,1,7,7,7,5,5,5,Finisher,3435
Aliaksandr,Vasilevich,Aliaksandr Vasilevich,6,MPRO,Male,Minsk,kujawsko-pomorskie,Belarus,BY,0:23:53,2:14:36,1:15:10,,,3:56:52,1433,8076,4510,99,94,14212,6,6,6,3,3,3,12,12,12,6,6,6,Finisher,3413
Jonathan,Ciavattella,Jonathan Ciavattella,13,MPRO,Male,Pescara,Intl State,Italy,IT,0:24:00,2:14:20,1:14:57,,,3:56:59,1440,8060,4497,103,119,14219,7,7,7,5,5,5,11,11,11,7,7,7,Finisher,3411
Lukasz,Remisiewicz,Lukasz Remisiewicz,7,MPRO,Male,Warsaw,mazowieckie,Poland,PL,0:27:44,2:13:12,1:13:02,,,3:57:09,1664,7992,4382,102,89,14229,8,8,8,36,33,18,15,15,15,8,8,8,Finisher,3408
Drachler,Tobias,Drachler Tobias,19,MPRO,Male,Cologne,,Germany,DE,,,1:16:25,,,3:58:17,0,0,4585,0,111,14297,9,9,9,99999,99999,99999,10,10,10,9,9,9,Finisher,3388
Robert,Wilkowiecki,Robert Wilkowiecki,27,MPRO,Male,Twardogóra,,Poland,PL,0:23:52,2:17:15,1:16:54,,,4:00:59,1432,8235,4614,86,92,14459,10,10,10,1,1,1,14,14,14,10,10,10,Finisher,3339
Mikolaj,Luft,Mikolaj Luft,8,MPRO,Male,Warszawa,mazowieckie,Poland,PL,0:25:05,2:13:26,1:20:04,,,4:01:36,1505,8006,4804,83,98,14496,11,11,11,11,11,11,8,8,8,11,11,11,Finisher,3328
Marcin,Lawicki,Marcin Lawicki,10,MPRO,Male,Lubin,dolnośląskie,Poland,PL,0:25:06,2:13:25,1:21:25,,,4:02:53,1506,8005,4885,85,92,14573,12,12,12,12,12,12,9,9,9,12,12,12,Finisher,3305
Christian,Haupt,Christian Haupt,1954,M35-39,Male,Hemmingen,NI,Germany,DE,0:27:55,2:15:58,1:15:25,,,4:03:55,1675,8158,4525,167,110,14635,13,13,1,38,35,6,18,18,1,13,13,1,Finisher,3500
Mateusz,Kazmierczak,Mateusz Kazmierczak,28,MPRO,Male,Warszawa,,Poland,PL,0:24:00,2:13:18,1:24:00,,,4:04:27,1440,7998,5040,87,102,14667,14,14,13,5,5,5,4,4,4,14,14,13,Finisher,3277
Kacpe,Adam,Kacpe Adam,20,MPRO,Male,Częstochowa,,Poland,PL,0:24:45,2:13:26,1:23:31,,,4:04:50,1485,8006,5011,97,91,14690,15,15,14,10,10,10,6,6,6,15,15,14,Finisher,3270
David,Breuer,David Breuer,26,MPRO,Male,Insul,,Germany,DE,0:23:56,2:13:54,1:25:44,,,4:06:39,1436,8034,5144,82,103,14799,16,16,15,4,4,4,5,5,5,16,16,15,Finisher,3237
Guillaume,Doree,Guillaume Doree,21,MPRO,Male,Saint Germain sur Morin,,France,FR,0:25:07,2:18:25,1:20:35,,,4:08:05,1507,8305,4835,119,119,14885,17,17,16,13,13,13,17,17,17,17,17,16,Finisher,3211
Marek,Jaskolka,Marek Jaskolka,5,MPRO,Male,Ritterhude,Other,Poland,PL,0:24:01,2:26:49,1:14:26,,,4:08:25,1441,8809,4466,90,99,14905,18,18,17,7,7,7,34,33,20,18,18,17,Finisher,3205
Sergiusz,Sobczyk,Sergiusz Sobczyk,2054,M25-29,Male,Warszawa,mazowieckie,Poland,PL,0:27:56,2:18:06,1:19:54,,,4:09:42,1676,8286,4794,107,119,14982,19,19,1,39,36,4,20,20,1,19,19,1,Finisher,3500
Pawel,Reszke,Pawel Reszke,122,M30-34,Male,Wejherowo,pomorskie,Poland,PL,0:30:30,2:17:43,1:18:51,,,4:10:38,1830,8263,4731,110,104,15038,20,20,1,103,94,10,24,24,1,20,20,1,Finisher,3500
Andrzej,Szczuzewski,Andrzej Szczuzewski,258,M25-29,Male,Strzelce Opolskie,,Poland,PL,0:29:34,2:19:52,1:16:59,,,4:11:26,1774,8392,4619,161,140,15086,21,21,2,70,64,9,33,32,3,21,21,2,Finisher,3468
Richard,Westover,Richard Westover,22,MPRO,Male,Tonbridge,Kent,United Kingdom,GB,0:29:38,2:21:23,1:17:39,,,4:12:21,1778,8483,4659,107,114,15141,22,22,18,73,67,19,37,36,22,22,22,18,Finisher,3134
Mariusz,Pirek,Mariusz Pirek,282,M30-34,Male,Warszawa,mazowieckie,Poland,PL,0:30:00,2:18:49,1:21:06,,,4:13:05,1800,8329,4866,102,88,15185,23,23,2,90,81,8,27,27,3,23,23,2,Finisher,3455
Jakub,Rucinski,Jakub Rucinski,691,M40-44,Male,Sopot,pomorskie,Poland,PL,0:30:54,2:14:06,1:24:03,,,4:13:36,1854,8046,5043,148,125,15216,24,24,1,116,107,21,19,19,1,24,24,1,Finisher,3500
Marcin,Konieczny,Marcin Konieczny,2168,M45-49,Male,Olsztyn,,Poland,PL,0:30:34,2:16:56,1:21:39,,,4:13:42,1834,8216,4899,138,135,15222,25,25,1,107,98,12,23,23,1,25,25,1,Finisher,3500
Freddy,Lampret,Freddy Lampret,25,MPRO,Male,Ballito,KwaZulu-Natal,Austria,AT,0:25:10,2:22:18,1:25:37,,,4:17:02,1510,8538,5137,113,124,15422,26,26,19,16,16,16,22,22,19,26,26,19,Finisher,3050
Lisa,Huetthaler,Lisa Huetthaler,30,FPRO,Female,Steinabrückl,,Austria,AT,0:28:30,2:20:29,1:24:28,,,4:17:03,1710,8429,5068,101,115,15423,27,1,1,47,4,3,29,1,1,27,1,1,Finisher,3500
Mateusz,Petelski,Mateusz Petelski,53,M30-34,Male,Gdańsk,,Poland,PL,0:35:18,2:20:17,1:18:30,,,4:17:59,2118,8417,4710,128,106,15479,28,27,3,506,471,94,66,62,10,28,27,3,Finisher,3367
Bogumil,Gluszkowski,Bogumil Gluszkowski,2257,M45-49,Male,Poznan,,Poland,PL,0:28:19,2:19:54,1:25:19,,,4:18:29,1699,8394,5119,156,141,15509,29,28,2,44,41,2,30,29,2,29,28,2,Finisher,3413
Robert,Pruksa,Robert Pruksa,2107,M30-34,Male,Zurich,,Switzerland,CH,0:31:56,2:15:43,1:25:52,,,4:18:32,1916,8143,5152,147,154,15512,30,29,4,162,146,26,25,25,2,30,29,4,Finisher,3357
Norbert,Giecewicz,Norbert Giecewicz,942,M25-29,Male,Szczecin,,Poland,PL,0:26:32,2:21:45,1:27:26,,,4:19:24,1592,8505,5246,111,110,15564,31,30,3,21,21,1,26,26,2,31,30,3,Finisher,3325
Sviatoslav,Tsvetkov,Sviatoslav Tsvetkov,2116,M35-39,Male,Dnepr,Intl State,Ukraine,UA,0:27:07,2:35:58,1:13:09,,,4:20:06,1627,9358,4389,123,109,15606,32,31,2,27,27,4,167,159,41,32,31,2,Finisher,3208
Daniel,Tkac,Daniel Tkac,2020,M35-39,Male,Zlin,Czech Republic,Czech Republic,CZ,0:28:43,2:23:53,1:23:45,,,4:20:32,1723,8633,5025,142,109,15632,33,32,3,53,48,7,45,44,7,33,32,3,Finisher,3200
Robert,Wojnar,Robert Wojnar,565,M40-44,Male,Torun,,Poland,PL,0:34:39,2:17:43,1:24:18,,,4:20:55,2079,8263,5058,124,131,15655,34,33,2,416,388,93,44,43,5,34,33,2,Finisher,3368
Michal,Podsiadlowski,Michal Podsiadlowski,156,M30-34,Male,Ząbki,,Poland,PL,0:35:45,2:14:11,1:27:18,,,4:21:16,2145,8051,5238,125,117,15676,35,34,5,568,530,107,32,31,4,35,34,5,Finisher,3308
Christian,Weyland,Christian Weyland,96,M35-39,Male,Ermsdorf,,Luxembourg,LU,0:34:08,2:14:18,1:29:01,,,4:21:29,2048,8058,5341,126,116,15689,36,35,4,354,330,72,28,28,2,36,35,4,Finisher,3183
Marcin,Niegowski,Marcin Niegowski,1811,M30-34,Male,Warszawa,mazowieckie,Poland,PL,0:30:48,2:22:40,1:23:55,,,4:21:29,1848,8560,5035,136,110,15689,36,35,6,115,106,17,54,53,8,36,35,6,Finisher,3304
Karol,Pruchniewski,Karol Pruchniewski,994,M30-34,Male,Szczytno,Warmia i mazury,Poland,PL,0:32:46,2:20:00,1:24:14,,,4:21:43,1966,8400,5054,140,143,15703,38,37,7,227,209,40,46,45,5,38,37,7,Finisher,3300
Corinne,Abraham,Corinne Abraham,39,FPRO,Female,"Taplow, Maidenhead",Intl State,Cambodia,KH,0:29:54,2:26:55,1:21:50,,,4:21:50,1794,8815,4910,99,92,15710,39,2,2,86,9,8,69,5,5,39,2,2,Finisher,3413
Pawel,Najmowicz,Pawel Najmowicz,24,MPRO,Male,Olsztyn,,Poland,PL,0:25:09,2:22:25,1:30:49,,,4:22:05,1509,8545,5449,100,122,15725,40,38,20,15,15,15,21,21,18,40,38,20,Finisher,2959
Jeremy,Howard,Jeremy Howard,2159,M35-39,Male,Fredericksburg,VA,United States,US,0:26:42,2:29:09,1:20:39,,,4:22:29,1602,8949,4839,175,184,15749,41,39,5,22,22,3,74,69,15,41,39,5,Finisher,3165
Craig,Hamilton,Craig Hamilton,1735,M35-39,Male,Lanark,,United Kingdom,GB,0:34:56,2:17:16,1:26:53,,,4:23:09,2096,8236,5213,125,119,15789,42,40,6,453,421,104,43,42,6,42,40,6,Finisher,3153
Inaki,De La Parra,Inaki De La Parra,16,MPRO,Male,Katowice,śląskie,Poland,PL,0:29:52,2:20:27,1:28:30,,,4:23:20,1792,8427,5310,148,123,15800,43,41,21,82,74,20,36,35,21,43,41,21,Finisher,2937
Jakub,Olowski,Jakub Olowski,787,M30-34,Male,Biskupiec,warmińsko-mazurskie,Poland,PL,0:32:09,2:25:11,1:22:27,,,4:23:31,1929,8711,4947,126,98,15811,44,42,8,180,164,32,81,76,14,44,42,8,Finisher,3268
Michal,Migala,Michal Migala,1110,M30-34,Male,Jeżów Sudecki,,Poland,PL,0:29:50,2:27:58,1:21:47,,,4:23:53,1790,8878,4907,118,140,15833,45,43,9,80,73,7,85,80,16,45,43,9,Finisher,3261
Bartosz,Olejnik,Bartosz Olejnik,1483,M18-24,Male,Opoczno,,Poland,PL,0:31:24,2:21:56,1:26:34,,,4:23:53,1884,8516,5194,122,117,15833,45,43,1,136,125,6,49,48,1,45,43,1,Finisher,3500
Gianpiero,Menza,Gianpiero Menza,49,M30-34,Male,Pulsano,ITALY,Italy,IT,0:31:45,2:27:36,1:21:26,,,4:23:56,1905,8856,4886,91,98,15836,47,45,10,151,137,23,99,94,17,47,45,10,Finisher,3260
Jesper,Nybo Riis,Jesper Nybo Riis,91,M25-29,Male,"
Aalborg",,Denmark,DK,0:35:13,2:22:55,1:21:36,,,4:24:25,2113,8575,4896,137,144,15865,48,46,4,493,458,45,94,89,10,48,46,4,Finisher,3235
Radek,Buszan,Radek Buszan,114,M35-39,Male,Gdynia,,Poland,PL,0:29:09,2:24:27,1:27:05,,,4:24:28,1749,8667,5225,117,110,15868,49,47,7,58,52,9,52,51,9,49,47,7,Finisher,3130
Wojciech,Odzimek,Wojciech Odzimek,101,M40-44,Male,Almaty,Almaty,Poland,PL,0:29:00,2:19:55,1:31:12,,,4:24:30,1740,8395,5472,132,131,15870,50,48,3,57,51,10,31,30,2,50,48,3,Finisher,3303
Bartłomiej,Buczek,Bartłomiej Buczek,550,M30-34,Male,Jelenia Góra,,Poland,PL,0:30:32,2:22:38,1:26:07,,,4:24:30,1832,8558,5167,160,153,15870,50,48,11,106,97,13,55,54,9,50,48,11,Finisher,3250
Adam,Jaroniec,Adam Jaroniec,120,M30-34,Male,Poznań,,Poland,PL,0:33:13,2:24:07,1:23:22,,,4:24:32,1993,8647,5002,125,105,15872,52,50,12,272,253,54,80,75,13,52,50,12,Finisher,3249
Dariusz,Dabrowski,Dariusz Dabrowski,121,M40-44,Male,Piaseczno,mazowieckie,Poland,PL,0:30:13,2:22:43,1:27:36,,,4:25:06,1813,8563,5256,161,113,15906,53,51,4,97,88,18,53,52,6,53,51,4,Finisher,3293
Igor,Gucanovics,Igor Gucanovics,92,M40-44,Male,Babite,Latvia,Latvia,LV,0:28:42,2:22:21,1:30:10,,,4:25:19,1722,8541,5410,124,122,15919,54,52,5,51,46,8,38,37,3,54,52,5,Finisher,3289
Maria,Czesnik,Maria Czesnik,37,FPRO,Female,Warszawa,mazowieckie,Poland,PL,0:27:33,2:28:04,1:26:29,,,4:25:28,1653,8884,5189,104,98,15928,55,3,3,29,2,1,64,3,3,55,3,3,Finisher,3348
Pawel,Skuza,Pawel Skuza,474,M30-34,Male,Warszawa,,Poland,PL,0:29:35,2:23:54,1:28:28,,,4:25:51,1775,8634,5308,115,119,15951,56,53,13,71,65,5,51,50,7,56,53,13,Finisher,3226
Michal,Czapinski,Michal Czapinski,1907,M35-39,Male,Reda,,Poland,PL,0:35:08,2:20:54,1:23:24,,,4:25:56,2108,8454,5004,186,204,15956,57,54,8,483,448,115,78,73,16,57,54,8,Finisher,3103
Alessandro,Bonalumi,Alessandro Bonalumi,2265,M40-44,Male,Brescia ,,Italy,IT,0:30:04,2:21:56,1:29:27,,,4:26:04,1804,8516,5367,129,148,15964,58,55,6,94,85,17,42,41,4,58,55,6,Finisher,3275
Michal,Kosmowski,Michal Kosmowski,99,M35-39,Male,Kraków,małopolskie,Poland,PL,0:31:53,2:22:20,1:28:16,,,4:26:39,1913,8540,5296,120,130,15999,59,56,9,158,142,28,57,56,10,59,56,9,Finisher,3090
Ewa,Bugdol,Ewa Bugdol,36,FPRO,Female,Rudy,,Poland,PL,0:27:37,2:28:11,1:27:22,,,4:26:40,1657,8891,5242,98,112,16000,60,4,4,31,3,2,65,4,4,60,4,4,Finisher,3326
Jenny,Schulz,Jenny Schulz,40,FPRO,Female,Friedrichsdorf,,Germany,DE,0:29:46,2:33:48,1:19:21,,,4:26:50,1786,9228,4761,103,132,16010,61,5,5,76,7,6,173,9,8,61,5,5,Finisher,3323
Marek,Markowski,Marek Markowski,904,M35-39,Male,Lubin,dolnośląskie,Poland,PL,0:29:10,2:22:27,1:30:25,,,4:26:50,1750,8547,5425,133,155,16010,61,57,10,59,53,10,40,39,4,61,57,10,Finisher,3087
Michiel,Van Bellen,Michiel Van Bellen,1956,M25-29,Male,Düsseldorf,,Netherlands,NL,0:31:06,2:18:35,1:32:17,,,4:26:55,1866,8315,5537,161,136,16015,63,58,5,125,115,13,35,34,4,63,58,5,Finisher,3190
Mariusz,Klatka,Mariusz Klatka,2229,M35-39,Male,Katowice,śląskie,Poland,PL,0:35:09,2:22:16,1:24:29,,,4:27:18,2109,8536,5069,165,159,16038,64,59,11,487,452,117,91,86,19,64,59,11,Finisher,3079
Marek,Biega?a,Marek Biega?a,381,M30-34,Male,Gdańsk,,Poland,PL,0:36:03,2:21:10,1:26:25,,,4:27:37,2163,8470,5185,141,98,16057,65,60,14,623,582,117,83,78,15,65,60,14,Finisher,3194
Lukasz,Jeglinski,Lukasz Jeglinski,676,M25-29,Male,Mławka,warmińsko-mazurskie,Poland,PL,0:33:02,2:23:46,1:26:39,,,4:28:00,1982,8626,5199,143,130,16080,66,61,6,253,235,27,79,74,7,66,61,6,Finisher,3170
Krzysztof,Sarapuk,Krzysztof Sarapuk,906,M45-49,Male,Gdynia,pomorskie,Poland,PL,0:35:43,2:27:23,1:20:00,,,4:28:03,2143,8843,4800,142,155,16083,67,62,3,560,522,55,177,168,15,67,62,3,Finisher,3241
