FirstName,LastName,FullName,Bib,AgeGroup,Gender,City,State,Country,CountryISO,SwimTime,BikeTime,RunTime,T1Time,T2Time,FinishTime,SwimSeconds,BikeSeconds,RunSeconds,T1Seconds,T2Seconds,FinishSeconds,OverallRank,GenderRank,AgeGroupRank,SwimRankOverall,SwimRankGender,SwimRankGroup,BikeRankOverall,BikeRankGender,BikeRankGroup,RunRankOverall,RunRankGender,RunRankGroup,Status,Points
Bryan,Hipson,Bryan Hipson,1519,M40-44,Male,Yarmouth,NS,Unknown,,1:06:48,5:33:06,3:53:27,0:08:04,0:07:22,10:48:47,4008,19986,14007,484,442,38927,99999,99999,718,99999,99999,849,99999,99999,1022,99999,99999,718,Finisher,
Stefan,Werner,Stefan Werner,406,M30-34,Male,Bocholt,,Unknown,,0:50:53,4:32:12,3:16:14,0:02:57,0:01:21,8:43:37,3053,16332,11774,177,81,31417,99999,99999,14,99999,99999,21,99999,99999,9,99999,99999,14,Finisher,
Kai,Chittka,Kai Chittka,1008,M30-34,Male,Neuss,,Unknown,,1:08:16,5:28:37,4:30:25,0:07:33,0:02:29,11:17:20,4096,19717,16225,453,149,40640,99999,99999,991,99999,99999,983,99999,99999,944,99999,99999,991,Finisher,
Telmo,Veloso,Telmo Veloso,2739,M30-34,Male,Senhora Da Hora 4460-205,POR,Unknown,,1:09:36,5:32:50,3:51:30,0:04:46,0:02:15,10:40:57,4176,19970,13890,286,135,38457,99999,99999,632,99999,99999,1087,99999,99999,1006,99999,99999,632,Finisher,
Gerd,Reichel,Gerd Reichel,2292,M35-39,Male,Mühlheim,GER,Unknown,,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,DNS,
Keith,Walker,Keith Walker,2778,M60-64,Male,Essex Cm11 1jd,GBR,United Kingdom,GB,1:17:49,6:28:19,4:28:31,0:12:28,0:09:44,12:36:51,4669,23299,16111,748,584,45411,99999,99999,1622,99999,99999,1684,99999,99999,1966,99999,99999,1622,Finisher,
Susana,Simoes,Susana Simoes,673,F35-39,Female,Senhora Da Hora 4460-205,POR,Unknown,,1:33:11,6:34:22,3:56:07,0:05:42,0:02:26,12:11:48,5591,23662,14167,342,146,43908,99999,99999,1452,99999,99999,2188,99999,99999,2053,99999,99999,1452,Finisher,
Thomas,Hartung,Thomas Hartung,197,M35-39,Male,Bonn,,Unknown,,0:56:21,5:02:15,3:53:28,0:03:03,0:01:39,9:56:46,3381,18135,14008,183,99,35806,99999,99999,283,99999,99999,176,99999,99999,149,99999,99999,283,Finisher,
PAVLOS,ANASTASSOPOULOS,PAVLOS ANASTASSOPOULOS,774,M45-49,Male,Athens,,Greece,GR,1:31:23,8:00:17,0:00:00,0:16:49,0:13:47,0:00:00,5483,28817,0,1009,827,0,99999,99999,99999,99999,99999,2166,99999,99999,2243,99999,99999,99999,DNF,
Yvon,Verkoyen,Yvon Verkoyen,2745,M55-59,Male,evergem,,Unknown,,1:11:49,5:17:15,4:15:55,0:07:58,0:06:13,10:59:10,4309,19035,15355,478,373,39550,99999,99999,825,99999,99999,1264,99999,99999,805,99999,99999,825,Finisher,
Olaf,Stahl,Olaf Stahl,363,M40-44,Male,Brokdorf,,Unknown,,0:59:38,5:18:50,3:13:19,0:04:11,0:02:08,9:38:06,3578,19130,11599,251,128,34686,99999,99999,142,99999,99999,336,99999,99999,488,99999,99999,142,Finisher,
Vadim,Suraev,Vadim Suraev,369,M35-39,Male,Vancouver,BC,Israel,IL,0:55:50,4:57:27,3:35:46,0:04:21,0:01:37,9:35:01,3350,17847,12946,261,97,34501,99999,99999,130,99999,99999,152,99999,99999,106,99999,99999,130,Finisher,
Stefan,Tzschentke,Stefan Tzschentke,2707,M35-39,Male,Trebbin,,Unknown,,1:12:16,5:13:19,3:32:29,0:06:58,0:02:11,10:07:13,4336,18799,12749,418,131,36433,99999,99999,359,99999,99999,1298,99999,99999,668,99999,99999,359,Finisher,
Emanuel,Hartmann,Emanuel Hartmann,1442,M55-59,Male,Frankfurt,GER,Unknown,,1:25:50,7:04:40,7:14:47,0:07:01,0:06:02,15:58:20,5150,25480,26087,421,362,57500,99999,99999,2127,99999,99999,2024,99999,99999,2152,99999,99999,2127,Finisher,
Fernando ,Del Monte,Fernando Del Monte,1095,M40-44,Male,Málaga,Andalucía,Unknown,,1:16:36,6:30:25,4:36:52,0:07:18,0:04:29,12:35:40,4596,23425,16612,438,269,45340,99999,99999,1616,99999,99999,1605,99999,99999,1925,99999,99999,1616,Finisher,
