FirstName,LastName,FullName,Bib,AgeGroup,Gender,City,State,Country,CountryISO,SwimTime,BikeTime,RunTime,T1Time,T2Time,FinishTime,SwimSeconds,BikeSeconds,RunSeconds,T1Seconds,T2Seconds,FinishSeconds,OverallRank,GenderRank,AgeGroupRank,SwimRankOverall,SwimRankGender,SwimRankGroup,BikeRankOverall,BikeRankGender,BikeRankGroup,RunRankOverall,RunRankGender,RunRankGroup,Status,Points
Jackson,Konkin,Jackson Konkin,417,M18-24,Male,Trail,BC,Canada,CA,0:24:59,2:10:03,1:18:59,0:01:34,0:01:31,3:57:05,1499,7803,4739,94,91,14225,1,1,1,1,1,1,1,1,1,1,1,1,Finisher,3500
Jaden,Porte,Jaden Porte,565,M25-29,Male,Yorkton,SK,Canada,CA,0:27:59,2:10:32,1:21:21,0:01:28,0:02:06,4:03:25,1679,7832,4881,88,126,14605,2,2,1,3,3,2,2,2,1,2,2,1,Finisher,3500
Andreas,Kröner,Andreas Kröner,34,M45-49,Male,Perchtoldsdorf,,Austria,AT,0:30:52,2:11:14,1:24:06,0:01:21,0:01:52,4:09:25,1852,7874,5046,81,112,14965,3,3,1,24,20,1,3,3,1,3,3,1,Finisher,3500
Mark,Harousseau,Mark Harousseau,7,M30-34,Male,Salt Lake City,UT,United States,US,0:31:47,2:14:12,1:22:26,0:02:34,0:01:42,4:12:40,1907,8052,4946,154,102,15160,4,4,1,31,26,6,8,8,2,4,4,1,Finisher,3500
Dave,Van Reeuwyk,Dave Van Reeuwyk,803,M40-44,Male,Picture Butte,AB,Canada,CA,0:33:50,2:12:28,1:27:07,0:01:30,0:01:48,4:16:43,2030,7948,5227,90,108,15403,5,5,1,59,43,5,7,7,1,5,5,1,Finisher,3500
Scott,Voyles,Scott Voyles,22,M35-39,Male,Hayden,ID,Canada,CA,0:33:37,2:14:30,1:24:56,0:02:09,0:02:06,4:17:16,2017,8070,5096,129,126,15436,6,6,1,56,41,4,11,11,2,6,6,1,Finisher,3500
Rory,Duckworth,Rory Duckworth,4,M35-39,Male,Bluffdale,UT,United States,US,0:32:26,2:11:57,1:33:23,0:02:03,0:02:09,4:21:58,1946,7917,5603,123,129,15718,7,7,2,42,32,2,5,5,1,7,7,2,Finisher,3415
Branko,Oktavec,Branko Oktavec,81,M25-29,Male,CHEYENNE,WY,United States,US,0:28:33,2:17:16,1:30:54,0:01:57,0:06:58,4:25:38,1713,8236,5454,117,418,15938,8,8,2,6,6,3,6,6,2,8,8,2,Finisher,3100
Clint,Dalziel,Clint Dalziel,753,M30-34,Male,Calgary,AB,Canada,CA,0:29:31,2:15:28,1:39:30,0:01:15,0:01:45,4:27:31,1771,8128,5970,75,105,16051,9,9,2,11,9,2,4,4,1,9,9,2,Finisher,3232
Calvin,Zaryski,Calvin Zaryski,809,M55-59,Male,Calgary,AB,Canada,CA,0:29:45,2:25:26,1:31:09,0:01:51,0:02:00,4:30:12,1785,8726,5469,111,120,16212,10,10,1,13,11,1,17,17,1,10,10,1,Finisher,3500
