FirstName,LastName,FullName,Bib,AgeGroup,Gender,City,State,Country,CountryISO,SwimTime,BikeTime,RunTime,T1Time,T2Time,FinishTime,SwimSeconds,BikeSeconds,RunSeconds,T1Seconds,T2Seconds,FinishSeconds,OverallRank,GenderRank,AgeGroupRank,SwimRankOverall,SwimRankGender,SwimRankGroup,BikeRankOverall,BikeRankGender,BikeRankGroup,RunRankOverall,RunRankGender,RunRankGroup,Status,Points
Andy,Wibowo,Andy Wibowo,1757,M35-39,Male,"Badung, Bali",Bali,Indonesia,ID,0:27:40,2:31:30,1:33:20,,,4:39:39,1660,9090,5600,311,118,16779,1,1,1,1,1,1,1,1,1,1,1,1,Finisher,3500
Giovanni,Bella,Giovanni Bella,1575,M25-29,Male,Milano,Milano,Italy,IT,0:30:17,2:32:36,1:38:28,,,4:48:42,1817,9156,5908,247,194,17322,2,2,1,6,5,2,2,2,1,2,2,1,Finisher,3500
Giulio,Vanni,Giulio Vanni,1576,M25-29,Male,Berlin,BE,Italy,IT,0:33:52,2:42:37,1:33:40,,,4:57:32,2032,9757,5620,283,160,17852,3,3,2,17,12,3,6,6,2,3,3,2,Finisher,3341
Naune Elison,Mejares,Naune Elison Mejares,1588,M30-34,Male,Ocaña,Cebu,Philippines,PH,0:36:27,2:42:57,1:34:42,,,5:00:09,2187,9777,5682,233,130,18009,4,4,1,32,24,3,9,9,2,4,4,1,Finisher,3500
Brittany,Campbell,Brittany Campbell,1850,F25-29,Female,Coolum Beach,QLD,Australia,AU,0:29:29,2:50:12,1:44:15,,,5:10:48,1769,10212,6255,288,124,18648,5,1,1,3,1,1,11,1,1,5,1,1,Finisher,3500
Toan,Tran,Toan Tran,1586,M30-34,Male,Klongton Nuea,Bangkok,Vietnam,VN,0:37:20,2:37:12,1:48:21,,,5:12:10,2240,9432,6501,382,175,18730,6,5,2,40,31,5,5,5,1,6,5,2,Finisher,3283
Pankaj,Ravalu,Pankaj Ravalu,1553,M18-24,Male,Kolhapur,Maharashtra,India,IN,0:37:07,2:45:30,1:43:22,,,5:15:20,2227,9930,6202,399,162,18920,7,6,1,36,28,2,17,16,3,7,6,1,Finisher,3500
Walton,Claire,Walton Claire,1851,F30-34,Female,Wirral,Merseyside,United Kingdom,GB,0:33:45,2:56:55,1:36:21,,,5:15:22,2025,10615,5781,341,160,18922,8,2,1,16,5,1,27,3,1,8,2,1,Finisher,3500
Ralph Francistino,Arche,Ralph Francistino Arche,1761,M35-39,Male,Cebu City,PH-CEB,Philippines,PH,0:31:19,2:52:00,1:43:33,,,5:15:41,1879,10320,6213,272,257,18941,9,7,2,8,7,3,15,14,3,9,7,2,Finisher,2851
Guido,Klingbeil,Guido Klingbeil,1683,M40-44,Male,1919-1 TanchaOnna-son,Okinawa,Germany,DE,0:36:06,2:34:55,1:57:50,,,5:16:06,2166,9295,7070,283,152,18966,10,8,1,28,21,3,3,3,1,10,8,1,Finisher,3500
Simon,Jones,Simon Jones,1628,M35-39,Male,Doha,Doha,Qatar,QA,0:31:56,2:52:42,1:43:01,,,5:17:30,1916,10362,6181,359,232,19050,11,9,3,10,9,4,19,18,4,11,9,3,Finisher,2818
Chiquito,Obeso Jr,Chiquito Obeso Jr,1559,M18-24,Male,Cebu City,PH-CEB,Philippines,PH,0:37:19,2:39:42,1:54:48,,,5:19:29,2239,9582,6888,322,138,19169,12,10,2,38,30,4,8,8,1,12,10,2,Finisher,3425
Vicente Luis,Catalan Bernia,Vicente Luis Catalan Bernia,1700,M45-49,Male,Valencia,,Spain,ES,0:39:49,2:54:00,1:38:52,,,5:20:24,2389,10440,5932,320,143,19224,13,11,1,55,44,2,37,33,4,13,11,1,Finisher,3500
Koji,Muroya,Koji Muroya,1733,M55-59,Male,Aoyama 7 chomeOtsu,,Japan,JP,0:32:20,2:52:13,1:47:25,,,5:21:21,1940,10333,6445,340,223,19281,14,12,1,13,10,1,18,17,3,14,12,1,Finisher,3500
Neil Adrian,Aynera,Neil Adrian Aynera,1556,M18-24,Male,Quezon City,Metro Manila,Philippines,PH,0:28:51,2:50:49,1:55:42,,,5:21:38,1731,10249,6942,257,119,19298,15,13,3,2,2,1,10,10,2,15,13,3,Finisher,3386
Inge,Prasetyo,Inge Prasetyo,1846,F35-39,Female,"Srisontoon, Thalang",Phuket,Indonesia,ID,0:32:01,2:54:27,1:47:44,,,5:22:00,1921,10467,6464,276,192,19320,16,3,1,11,2,1,20,2,1,16,3,1,Finisher,3500
WAN,GE,WAN GE,1769,M30-34,Male,重庆市,重庆市,China,CN,0:34:01,3:06:43,1:37:50,,,5:24:30,2041,11203,5870,208,148,19470,17,14,3,21,15,2,48,43,7,17,14,3,Finisher,3061
Lance,Watson,Lance Watson,1900,M50-54,Male,VICTORIA,BC,Canada,CA,0:29:37,2:44:21,2:03:31,,,5:24:46,1777,9861,7411,296,141,19486,18,15,1,4,3,1,4,4,1,18,15,1,Finisher,3500
Michael,Rice,Michael Rice,1710,M45-49,Male,Kunitachi,Tokyo,Japan,JP,0:40:15,2:37:56,1:49:50,,,5:25:10,2415,9476,6590,477,552,19510,19,16,2,65,52,5,12,11,1,19,16,2,Finisher,3414
